index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
75,high,high,medium,low,0.000137,0.00013849529399968206,0.7,0.6490077875404255,0.0095,0.00983832511763975,0.215,0.24574881176293034,0.00013651135167943999,0.0001314701220251424,0.0001418254455569487,0.7278780931853087,0.523854233508029,0.991166604418666,0.010074841694494395,0.009416611414161443,0.010760156801572421,0.16974181924526016,0.003583025069854851,0.3066283984597484,True
