index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
33,medium,low,high,low,8.5e-05,8.214808636738326e-05,-0.7,-0.7091361885139726,0.0123,0.012094729415432,0.215,0.2326371074421031,8.816285212297673e-05,8.043679888683162e-05,9.573913268034685e-05,-0.8027878506265098,-0.9661978697746285,-0.6384237787946603,0.012089097321385606,0.011382311135666416,0.012835039920330426,0.2325109747555981,0.09793479861561069,0.3691408180212584,True
