index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
63,high,medium,low,low,0.0001365,5.551115123125783e-17,0.0047,0.21500000000000002,0.00015089082895991884,0.00011602679500034315,0.0002082041607190579,0.0742388590104603,-0.15202829852227162,0.27017156839220324,0.005510888967171824,0.004147574211015345,0.008144536098606893,0.4931732226715212,0.1765736161484718,1.1541029224875214,False
