index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
68,high,medium,medium,high,0.000137,0.00013879530152904803,0.0,0.04927635379919727,0.0095,0.009584382808708698,1.135,1.2157862545567997,0.00013913181014610495,0.00013380727209110345,0.00014488019748696632,0.04330569541177921,-0.03525561364414287,0.11614930011308822,0.009721090116844562,0.009122728017902754,0.010288796856552955,1.2583222295197265,1.0880366508273784,1.4581872555877111,True
