index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
35,medium,low,high,high,8.5e-05,8.350615926096604e-05,-0.7,-0.7204001312080556,0.0123,0.0123230224225353,1.135,1.1695135388253037,9.58556327225351e-05,8.781489738163997e-05,0.00010387252375120328,-0.6495419350969421,-0.7269607735110597,-0.5664292971523839,0.012294891249884901,0.011738650896845199,0.012878030807170643,1.0954232923132816,0.8734010621901217,1.3391466273762016,True
