index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
76,high,high,medium,medium,0.000137,0.00013883415255355855,0.7,0.6843114608224933,0.0095,0.009676929614176665,0.675,0.6610846790012135,0.00013574126997726687,0.00013128178353230064,0.00014045686080054213,0.677348338740919,0.5663446824615335,0.789618390978152,0.010009221557424838,0.009458449626069568,0.010577122417093743,0.7817811170720912,0.6082901887229115,0.9536655537924603,True
