index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
9,low,medium,low,low,3.3e-05,3.413126445665558e-05,0.0,-0.08673474772415336,0.0067,0.0068904737869761685,0.215,0.2281897644879125,3.479560243660083e-05,3.05708194115156e-05,3.948707778458251e-05,-0.07685746235660658,-0.2280277299805853,0.07132350565031409,0.006790104359892013,0.0061595194018290505,0.0074233669471340785,0.17089370616443803,0.02510173910328549,0.2896724267827514,True
