index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
510,high,variable,medium,high,0.0001365,1.0,0.0075,1.135,0.000138,0.96,0.008446,0.89,True
