index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
511,high,variable,high,low,0.0001365,-1.0,0.0103,0.21500000000000002,0.000147,-0.96,0.010159,0.32,True
