index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
51,medium,high,high,low,8.249999999999999e-05,0.8000000000000004,0.0103,0.21500000000000002,9.404780638237254e-05,7.135332554704382e-05,0.00011706223418984757,0.5458631173590854,0.4052924122751014,0.6875409147711204,0.01030607102065779,0.009969020392496012,0.010651719670407511,0.22477027232261032,0.1667135717703893,0.28677409571498236,
