index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
74,high,high,low,high,0.0001365,0.8000000000000004,0.0047,1.135,0.0001316070242889879,0.000115658648615739,0.00014662878041435675,0.6491487912329272,0.504931870797936,0.7881968885817496,0.0026984946105366287,0.0025066296239360263,0.0029103801440401866,0.8063786971201896,0.6949541949882966,0.9180339145681278,
