index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
38,medium,medium,low,high,8.249999999999999e-05,5.551115123125783e-17,0.0047,1.135,8.826454706282024e-05,6.997412358061623e-05,0.00010787409156249156,0.1319777618583448,-0.010084818157573006,0.2612339046298906,0.0032685969506016403,0.0025989797004438825,0.003997952141475156,0.860236099611471,0.7356515512981231,0.9945390539718748,
