index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
14,low,medium,medium,high,2.85e-05,5.551115123125783e-17,0.0075,1.135,4.068427994285914e-05,2.2231049204670975e-05,5.870557939422146e-05,0.01592578369922747,-0.13109335219472273,0.16560627587734467,0.007080280103280277,0.006539531989385248,0.007640224334220889,1.0998958214574786,0.959036343303395,1.2365694801742504,
