index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
924,medium,low,high,variable,8.249999999999999e-05,-0.8,0.0103,0.4833333333333333,9.6e-05,-0.72,0.009933,0.5,
