index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
153,variable,medium,high,low,4.4999999999999996e-05,5.551115123125783e-17,0.0103,0.21500000000000002,5.3e-05,0.19,0.009471,0.1,
