index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
976,medium,high,medium,variable,8.249999999999999e-05,0.8000000000000004,0.0075,0.7388888888888888,8.5e-05,0.82,0.007617,0.58,
