index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
1060,high,high,low,variable,0.0001365,0.8000000000000004,0.0047,1.25,0.000136,0.79,0.004135,1.16,
