index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
67,variable,low,high,low,0.00010499999999999998,-0.8,0.0103,0.21500000000000002,0.000146,-0.96,0.002582,0.05,
