,b,p_error,v__0_0,gamma__0_0,s__0_0,tau__0_0,t0__0_0
0,1.0,0.05,7.211156764999235e-05,0.9968525934156585,0.008471160874623428,0.9066632582194667,0.0
1,1.0,0.05,7.211156764999235e-05,0.9968525934156585,0.008471160874623428,0.9085530520047489,0.0
2,1.0,0.05,7.169446671876255e-05,0.9825508171024531,0.008842968648393297,0.9085530520047489,0.0
3,1.0,0.05,7.111863592656437e-05,0.9667953734265318,0.008647200882798273,0.9003332004843572,0.0
4,1.0,0.05,7.111863592656437e-05,0.9667953734265318,0.008213401409491788,0.9003332004843572,0.0
5,1.0,0.05,7.162382456488884e-05,0.9667953734265318,0.008213401409491788,0.9003332004843572,0.0
6,1.0,0.05,7.162382456488884e-05,0.9880844556760557,0.008213401409491788,0.9003332004843572,0.0
7,1.0,0.05,7.322524272518997e-05,0.9820542172523083,0.008213401409491788,0.8219723961357235,0.0
8,1.0,0.05,7.322524272518997e-05,0.9820542172523083,0.008213401409491788,0.8219723961357235,0.0
9,1.0,0.05,7.421352898959681e-05,0.9949359013472332,0.008213401409491788,0.8219723961357235,0.0
10,1.0,0.05,7.421352898959681e-05,0.9064055018154633,0.008003557364631755,0.6846323425115228,0.0
11,1.0,0.05,7.421352898959681e-05,0.9992611768416086,0.008003557364631755,0.6798646704236565,0.0
12,1.0,0.05,7.421352898959681e-05,0.999226221205026,0.008003557364631755,0.6741465182018526,0.0
13,1.0,0.05,7.421352898959681e-05,0.9752884985881849,0.008003557364631755,0.6741465182018526,0.0
14,1.0,0.05,7.421352898959681e-05,0.9947886779437667,0.007853102560233716,0.790687386210017,0.0
15,1.0,0.05,7.421352898959681e-05,0.9947886779437667,0.008301443337723344,0.790687386210017,0.0
16,1.0,0.05,7.349972629902997e-05,0.9947886779437667,0.008301443337723344,0.790687386210017,0.0
17,1.0,0.05,7.349972629902997e-05,0.9947886779437667,0.008301443337723344,0.790687386210017,0.0
18,1.0,0.05,7.349972629902997e-05,0.9947886779437667,0.008301443337723344,0.790687386210017,0.0
19,1.0,0.05,7.165175746695195e-05,0.9839629851899456,0.008301443337723344,0.790687386210017,0.0
20,1.0,0.05,7.165175746695195e-05,0.9906633381999175,0.00864643803956128,0.790687386210017,0.0
21,1.0,0.05,7.447154071625377e-05,0.9906633381999175,0.00864643803956128,0.790687386210017,0.0
22,1.0,0.05,7.408446518222491e-05,0.9906633381999175,0.00864643803956128,0.7230507596872333,0.0
23,1.0,0.05,7.408446518222491e-05,0.9731281385894235,0.008252542972634147,0.7230507596872333,0.0
24,1.0,0.05,7.408446518222491e-05,0.9731281385894235,0.008252542972634147,0.7230507596872333,0.0
25,1.0,0.05,7.517999005595049e-05,0.9731281385894235,0.008252542972634147,0.7718888017768448,0.0
26,1.0,0.05,7.38712767907836e-05,0.9731281385894235,0.008252542972634147,0.8248662912119022,0.0
27,1.0,0.05,7.328870735017726e-05,0.9731281385894235,0.008252542972634147,0.8248662912119022,0.0
28,1.0,0.05,7.328870735017726e-05,0.967737263347253,0.008252542972634147,0.8248662912119022,0.0
29,1.0,0.05,7.327259009906531e-05,0.967737263347253,0.008380925927343467,0.7388898341016177,0.0
30,1.0,0.05,7.327259009906531e-05,0.967737263347253,0.00807423222270058,0.6139162118161268,0.0
31,1.0,0.05,7.327259009906531e-05,0.967737263347253,0.00807423222270058,0.7799095757224123,0.0
32,1.0,0.05,7.426478888684874e-05,0.967737263347253,0.008642554635895201,0.7799095757224123,0.0
33,1.0,0.05,7.105708100543911e-05,0.967737263347253,0.008642554635895201,0.7799095757224123,0.0
34,1.0,0.05,7.105708100543911e-05,0.967737263347253,0.008642554635895201,0.8713132517861941,0.0
35,1.0,0.05,7.105708100543911e-05,0.9921340160345835,0.008642554635895201,0.8713132517861941,0.0
36,1.0,0.05,7.153137271963169e-05,0.9921340160345835,0.008642554635895201,0.8445316510219576,0.0
37,1.0,0.05,7.153137271963169e-05,0.9921340160345835,0.008642554635895201,0.8445316510219576,0.0
38,1.0,0.05,7.153137271963169e-05,0.9770589236539156,0.008642554635895201,0.8445316510219576,0.0
39,1.0,0.05,7.153137271963169e-05,0.9770589236539156,0.008642554635895201,0.948142770552962,0.0
40,1.0,0.05,7.296672415849258e-05,0.9925827990461809,0.008642554635895201,0.8538815293486567,0.0
41,1.0,0.05,7.353025151304418e-05,0.9597748195752072,0.008511583902976592,0.8538815293486567,0.0
42,1.0,0.05,7.492920090825522e-05,0.9597748195752072,0.008650241722389894,0.8538815293486567,0.0
43,1.0,0.05,7.085398239335557e-05,0.9597748195752072,0.008569803521152415,0.8538815293486567,0.0
44,1.0,0.05,7.085398239335557e-05,0.9597748195752072,0.00818344892433531,0.8538815293486567,0.0
45,1.0,0.05,7.192390955441591e-05,0.9597748195752072,0.00818344892433531,0.8538815293486567,0.0
46,1.0,0.05,7.192390955441591e-05,0.9597748195752072,0.00818344892433531,0.8871279991190618,0.0
47,1.0,0.05,7.192390955441591e-05,0.9878332925019144,0.00818344892433531,0.8871279991190618,0.0
48,1.0,0.05,7.192390955441591e-05,0.9878332925019144,0.00818344892433531,0.8871279991190618,0.0
49,1.0,0.05,7.192390955441591e-05,0.993654646194841,0.007983018438035732,0.6793105969501401,0.0
50,1.0,0.05,7.720436359479201e-05,0.9899776027479703,0.007983018438035732,0.6793105969501401,0.0
51,1.0,0.05,7.720436359479201e-05,0.9965462534896119,0.007983018438035732,0.7282432268711245,0.0
52,1.0,0.05,7.720436359479201e-05,0.9982865741969604,0.008625484155660161,0.7197008785330052,0.0
