index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
44,variable,low,medium,medium,5.999999999999999e-05,-0.8,0.0075,0.6749999999999999,7.3e-05,-0.89,0.00658,0.6,True
