index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
160,variable,medium,high,low,0.00015,5.551115123125783e-17,0.0103,0.21500000000000002,0.000162,-0.15,0.009348,0.2,True
