index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
166,variable,medium,high,medium,8.999999999999998e-05,5.551115123125783e-17,0.0103,0.6749999999999999,9.4e-05,-0.01,0.009502,0.54,True
