index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
203,variable,high,low,high,4.4999999999999996e-05,0.8000000000000004,0.0047,1.135,4.6e-05,0.85,0.004021,0.97,True
