index,v_level,gamma_level,s_level,tau_level,v_gen,gamma_gen,s_gen,tau_gen,v_rec,gamma_rec,s_rec,tau_rec,converged
54,variable,low,medium,high,5.999999999999999e-05,-0.8,0.0075,1.135,6.6e-05,-0.66,0.006596,1.08,True
